Source;Target;Type;weight
0;1;undirected;1
0;2;undirected;1
0;113;undirected;1
0;164;undirected;1
0;271;undirected;1
0;306;undirected;1
0;352;undirected;1
0;414;undirected;1
0;486;undirected;1
0;555;undirected;1
0;556;undirected;1
0;705;undirected;1
0;716;undirected;1
0;731;undirected;1
0;807;undirected;1
0;810;undirected;1
0;816;undirected;1
0;846;undirected;1
0;909;undirected;1
0;915;undirected;1
0;924;undirected;1
0;934;undirected;1
0;947;undirected;1
0;975;undirected;1
0;1016;undirected;1
0;1142;undirected;1
0;1217;undirected;1
0;1233;undirected;1
0;1283;undirected;1
0;1349;undirected;1
0;1399;undirected;1
0;1443;undirected;1
0;1444;undirected;1
0;1529;undirected;1
1;2;undirected;1
1;33;undirected;2
1;38;undirected;1
1;124;undirected;1
1;141;undirected;1
1;142;undirected;1
1;143;undirected;1
1;144;undirected;1
1;145;undirected;1
1;146;undirected;1
1;147;undirected;1
1;148;undirected;1
1;149;undirected;1
1;150;undirected;1
1;151;undirected;1
1;205;undirected;1
1;232;undirected;1
1;250;undirected;1
1;262;undirected;1
1;277;undirected;1
1;282;undirected;1
1;333;undirected;1
1;364;undirected;1
1;381;undirected;1
1;455;undirected;1
1;549;undirected;1
1;621;undirected;1
1;683;undirected;1
1;727;undirected;1
1;913;undirected;1
1;914;undirected;1
1;915;undirected;1
1;916;undirected;1
1;917;undirected;1
1;918;undirected;1
1;919;undirected;1
1;990;undirected;1
1;1273;undirected;1
1;1304;undirected;1
1;1588;undirected;1
2;23;undirected;1
2;229;undirected;1
2;806;undirected;1
2;884;undirected;1
2;1377;undirected;1
2;1695;undirected;1
2;1858;undirected;1
3;4;undirected;1
3;5;undirected;1
3;6;undirected;1
3;7;undirected;1
3;8;undirected;1
3;56;undirected;1
3;57;undirected;1
3;357;undirected;1
3;430;undirected;1
3;459;undirected;1
3;594;undirected;1
3;766;undirected;1
3;789;undirected;1
3;834;undirected;1
3;1475;undirected;1
3;1505;undirected;1
3;1539;undirected;1
3;1653;undirected;1
4;5;undirected;1
4;6;undirected;1
4;7;undirected;2
4;8;undirected;1
4;55;undirected;1
4;137;undirected;1
4;179;undirected;1
4;192;undirected;1
4;529;undirected;1
4;538;undirected;1
4;581;undirected;1
4;782;undirected;1
4;811;undirected;1
4;925;undirected;1
4;941;undirected;1
4;1071;undirected;1
4;1252;undirected;1
4;1288;undirected;1
4;1525;undirected;1
4;1555;undirected;1
4;1621;undirected;1
4;1852;undirected;1
5;6;undirected;1
5;7;undirected;1
5;8;undirected;1
5;148;undirected;1
5;304;undirected;1
5;402;undirected;1
5;581;undirected;1
5;679;undirected;1
5;850;undirected;1
5;887;undirected;1
5;959;undirected;1
5;1389;undirected;1
6;7;undirected;1
6;8;undirected;1
6;113;undirected;1
6;330;undirected;1
6;811;undirected;1
6;819;undirected;1
6;874;undirected;1
6;1048;undirected;1
6;1051;undirected;1
6;1389;undirected;1
6;1519;undirected;1
7;8;undirected;1
7;470;undirected;1
7;811;undirected;1
7;1163;undirected;1
7;1500;undirected;1
8;352;undirected;1
9;9;undirected;1
9;10;undirected;3
9;11;undirected;1
9;12;undirected;2
9;172;undirected;1
9;259;undirected;1
9;364;undirected;1
9;609;undirected;1
9;614;undirected;1
9;699;undirected;1
9;784;undirected;1
9;810;undirected;1
9;843;undirected;1
9;1301;undirected;1
9;1420;undirected;1
10;9;undirected;1
10;10;undirected;1
10;11;undirected;1
10;12;undirected;1
10;113;undirected;1
10;830;undirected;1
10;1534;undirected;1
11;9;undirected;1
11;10;undirected;2
11;12;undirected;1
11;166;undirected;1
11;224;undirected;1
11;225;undirected;1
11;299;undirected;1
11;357;undirected;1
11;373;undirected;1
11;533;undirected;1
11;534;undirected;1
11;621;undirected;1
11;917;undirected;1
11;1039;undirected;1
11;1315;undirected;1
11;1325;undirected;1
11;1631;undirected;1
12;10;undirected;1
12;22;undirected;1
12;539;undirected;1
12;776;undirected;2
12;777;undirected;1
13;13;undirected;2
13;1318;undirected;1
14;3;undirected;1
14;15;undirected;1
14;122;undirected;1
14;295;undirected;1
14;396;undirected;1
14;571;undirected;1
14;866;undirected;1
14;889;undirected;1
14;1213;undirected;1
14;1509;undirected;1
15;3;undirected;1
15;9;undirected;1
15;114;undirected;1
15;151;undirected;1
15;195;undirected;1
15;208;undirected;2
15;218;undirected;1
15;259;undirected;1
15;260;undirected;1
15;265;undirected;1
15;285;undirected;1
15;334;undirected;1
15;352;undirected;1
15;359;undirected;1
15;364;undirected;1
15;399;undirected;1
15;463;undirected;1
15;542;undirected;1
15;557;undirected;1
15;593;undirected;1
15;676;undirected;1
15;690;undirected;1
15;696;undirected;1
15;700;undirected;1
15;712;undirected;1
15;716;undirected;2
15;723;undirected;1
15;745;undirected;1
15;765;undirected;1
15;810;undirected;1
15;813;undirected;1
15;868;undirected;1
15;947;undirected;1
15;974;undirected;1
15;1013;undirected;1
15;1118;undirected;1
15;1145;undirected;1
15;1149;undirected;1
15;1300;undirected;1
15;1437;undirected;1
15;1467;undirected;1
15;1473;undirected;1
15;1584;undirected;1
16;10;undirected;1
16;17;undirected;1
16;19;undirected;1
16;111;undirected;1
16;112;undirected;1
16;113;undirected;1
16;396;undirected;1
16;668;undirected;1
16;755;undirected;1
16;773;undirected;1
16;806;undirected;1
16;932;undirected;1
16;1313;undirected;1
16;1325;undirected;1
17;111;undirected;1
17;150;undirected;1
17;373;undirected;1
17;517;undirected;1
17;709;undirected;1
17;809;undirected;1
17;840;undirected;1
17;877;undirected;1
17;909;undirected;1
17;1100;undirected;1
17;1330;undirected;1
17;1331;undirected;1
17;1335;undirected;1
18;19;undirected;1
18;20;undirected;1
18;21;undirected;1
18;22;undirected;1
18;23;undirected;1
18;147;undirected;1
18;203;undirected;1
18;213;undirected;1
18;366;undirected;1
18;539;undirected;1
18;552;undirected;1
18;578;undirected;1
18;608;undirected;1
18;655;undirected;1
18;675;undirected;1
18;727;undirected;1
18;815;undirected;1
18;886;undirected;1
18;887;undirected;1
18;888;undirected;1
18;912;undirected;1
18;980;undirected;1
18;1220;undirected;1
18;1297;undirected;1
18;1394;undirected;1
18;1554;undirected;1
18;1739;undirected;1
19;20;undirected;1
19;21;undirected;1
19;22;undirected;1
19;23;undirected;1
19;49;undirected;1
19;223;undirected;1
19;557;undirected;1
19;586;undirected;1
19;814;undirected;1
19;822;undirected;1
19;823;undirected;1
19;824;undirected;1
19;833;undirected;1
19;918;undirected;1
19;954;undirected;1
19;1017;undirected;1
19;1032;undirected;1
19;1293;undirected;1
20;20;undirected;1
20;21;undirected;1
20;22;undirected;1
20;23;undirected;1
20;30;undirected;1
20;44;undirected;1
20;49;undirected;1
20;51;undirected;1
20;62;undirected;2
20;67;undirected;1
20;112;undirected;1
20;127;undirected;1
20;163;undirected;1
20;164;undirected;1
20;166;undirected;1
20;205;undirected;1
20;220;undirected;1
20;265;undirected;1
20;267;undirected;1
20;330;undirected;1
20;340;undirected;1
20;341;undirected;1
20;352;undirected;1
20;359;undirected;1
20;364;undirected;1
20;385;undirected;1
20;388;undirected;1
20;403;undirected;1
20;443;undirected;1
20;464;undirected;1
20;476;undirected;1
20;495;undirected;1
20;519;undirected;1
20;528;undirected;2
20;539;undirected;1
20;550;undirected;1
20;554;undirected;1
20;566;undirected;1
20;585;undirected;1
20;587;undirected;1
20;639;undirected;1
20;644;undirected;1
20;666;undirected;1
20;683;undirected;1
20;684;undirected;1
20;716;undirected;1
20;723;undirected;1
20;729;undirected;1
20;737;undirected;1
20;760;undirected;1
20;761;undirected;1
20;789;undirected;1
20;819;undirected;1
20;822;undirected;1
20;846;undirected;1
20;855;undirected;1
20;872;undirected;1
20;887;undirected;1
20;889;undirected;2
20;893;undirected;1
20;900;undirected;1
20;922;undirected;1
20;941;undirected;1
20;1003;undirected;1
20;1005;undirected;1
20;1007;undirected;1
20;1083;undirected;1
20;1098;undirected;1
20;1118;undirected;1
20;1193;undirected;1
20;1198;undirected;1
20;1224;undirected;1
20;1284;undirected;1
20;1312;undirected;1
20;1347;undirected;2
20;1359;undirected;1
20;1370;undirected;1
20;1387;undirected;1
20;1410;undirected;1
20;1446;undirected;1
20;1566;undirected;1
20;1626;undirected;1
20;1646;undirected;1
20;1655;undirected;1
20;1665;undirected;1
20;1672;undirected;1
20;1695;undirected;1
20;1725;undirected;1
20;1770;undirected;1
20;1776;undirected;1
20;1788;undirected;1
20;1802;undirected;1
20;1820;undirected;1
20;1832;undirected;1
20;1847;undirected;1
20;1857;undirected;1
21;22;undirected;1
21;23;undirected;1
21;113;undirected;1
21;123;undirected;1
21;176;undirected;1
21;192;undirected;1
21;209;undirected;1
21;250;undirected;1
21;383;undirected;1
21;613;undirected;1
21;614;undirected;1
21;628;undirected;1
21;806;undirected;1
21;1120;undirected;1
21;1233;undirected;1
21;1234;undirected;1
21;1308;undirected;1
21;1309;undirected;1
22;23;undirected;1
22;105;undirected;1
22;388;undirected;1
22;692;undirected;1
22;798;undirected;1
22;1140;undirected;1
22;1313;undirected;1
22;1644;undirected;1
24;25;undirected;1
24;26;undirected;1
24;396;undirected;1
24;497;undirected;1
25;26;undirected;1
27;28;undirected;1
27;302;undirected;1
27;627;undirected;1
27;1058;undirected;1
27;1332;undirected;1
27;1793;undirected;1
28;27;undirected;2
28;302;undirected;1
28;627;undirected;2
28;1058;undirected;1
28;1309;undirected;1
28;1332;undirected;1
28;1793;undirected;1
29;30;undirected;1
29;729;undirected;1
29;886;undirected;1
29;1058;undirected;1
29;1113;undirected;1
29;1114;undirected;1
29;1752;undirected;1
31;32;undirected;1
31;62;undirected;1
31;604;undirected;1
31;835;undirected;1
31;836;undirected;1
32;1742;undirected;1
33;19;undirected;1
33;20;undirected;1
33;33;undirected;1
33;34;undirected;1
33;35;undirected;1
33;36;undirected;1
33;37;undirected;1
33;38;undirected;1
33;44;undirected;1
33;49;undirected;1
33;92;undirected;1
33;145;undirected;1
33;146;undirected;1
33;147;undirected;1
33;148;undirected;1
33;149;undirected;1
33;150;undirected;1
33;151;undirected;1
33;175;undirected;3
33;188;undirected;1
33;192;undirected;1
33;205;undirected;1
33;220;undirected;1
33;238;undirected;1
33;282;undirected;1
33;329;undirected;1
33;333;undirected;1
33;364;undirected;1
33;383;undirected;1
33;398;undirected;1
33;399;undirected;1
33;400;undirected;1
33;401;undirected;2
33;402;undirected;1
33;408;undirected;1
33;478;undirected;1
33;557;undirected;1
33;621;undirected;1
33;647;undirected;1
33;667;undirected;1
33;757;undirected;1
33;817;undirected;1
33;887;undirected;1
33;915;undirected;1
33;916;undirected;1
33;917;undirected;1
33;918;undirected;1
33;919;undirected;1
33;957;undirected;1
33;1034;undirected;1
33;1041;undirected;1
33;1063;undirected;1
33;1124;undirected;1
33;1175;undirected;1
33;1325;undirected;1
33;1433;undirected;1
33;1438;undirected;1
33;1770;undirected;1
33;1847;undirected;1
34;34;undirected;1
34;35;undirected;1
34;36;undirected;1
34;37;undirected;1
34;86;undirected;1
34;91;undirected;1
34;103;undirected;1
34;223;undirected;1
34;256;undirected;1
34;557;undirected;1
34;646;undirected;1
34;677;undirected;1
34;679;undirected;1
34;688;undirected;1
34;700;undirected;1
34;774;undirected;1
34;867;undirected;1
34;917;undirected;1
34;931;undirected;1
34;1061;undirected;1
34;1062;undirected;1
34;1067;undirected;1
34;1084;undirected;1
34;1100;undirected;1
34;1147;undirected;1
34;1173;undirected;1
34;1294;undirected;1
34;1298;undirected;1
34;1380;undirected;1
34;1394;undirected;1
34;1509;undirected;1
34;1514;undirected;1
34;1771;undirected;1
34;1794;undirected;1
34;1849;undirected;1
35;36;undirected;1
35;37;undirected;1
35;255;undirected;1
35;287;undirected;1
35;324;undirected;1
35;499;undirected;1
35;520;undirected;1
35;521;undirected;1
35;522;undirected;1
35;523;undirected;1
35;524;undirected;1
35;525;undirected;1
36;37;undirected;1
36;125;undirected;2
36;173;undirected;1
36;235;undirected;1
36;273;undirected;2
36;326;undirected;1
36;616;undirected;1
36;711;undirected;1
36;713;undirected;1
36;808;undirected;1
36;973;undirected;1
36;1123;undirected;1
36;1226;undirected;1
36;1262;undirected;1
36;1294;undirected;1
36;1505;undirected;1
36;1517;undirected;1
36;1541;undirected;1
36;1549;undirected;1
36;1596;undirected;1
36;1806;undirected;1
37;218;undirected;1
37;310;undirected;1
37;388;undirected;1
37;429;undirected;1
37;517;undirected;1
37;581;undirected;1
37;590;undirected;1
37;685;undirected;1
37;751;undirected;1
37;764;undirected;1
37;774;undirected;1
37;808;undirected;1
37;814;undirected;1
37;931;undirected;1
37;1033;undirected;1
37;1216;undirected;1
37;1446;undirected;1
37;1523;undirected;1
37;1538;undirected;1
37;1539;undirected;1
37;1544;undirected;1
37;1574;undirected;1
37;1652;undirected;1
37;1726;undirected;1
38;39;undirected;1
38;148;undirected;1
38;149;undirected;1
38;150;undirected;1
38;151;undirected;1
38;299;undirected;1
38;357;undirected;1
38;364;undirected;1
38;683;undirected;1
38;1048;undirected;1
38;1437;undirected;1
38;1443;undirected;1
38;1460;undirected;1
38;1849;undirected;1
39;33;undirected;1
39;553;undirected;1
39;619;undirected;1
39;620;undirected;1
39;621;undirected;1
39;808;undirected;1
39;1566;undirected;1
40;20;undirected;1
40;41;undirected;1
40;112;undirected;1
40;220;undirected;1
40;639;undirected;1
40;644;undirected;1
40;659;undirected;1
40;761;undirected;1
40;864;undirected;1
40;865;undirected;1
40;889;undirected;2
40;998;undirected;1
40;1501;undirected;1
40;1636;undirected;1
40;1869;undirected;1
42;43;undirected;1
43;82;undirected;2
43;253;undirected;1
43;598;undirected;1
43;638;undirected;1
43;639;undirected;1
43;1133;undirected;1
43;1408;undirected;1
43;1586;undirected;1
44;19;undirected;1
44;45;undirected;5
44;46;undirected;10
44;47;undirected;6
44;48;undirected;15
44;49;undirected;21
44;51;undirected;1
44;67;undirected;1
44;193;undirected;1
44;195;undirected;1
44;239;undirected;1
44;250;undirected;1
44;304;undirected;1
44;330;undirected;1
44;356;undirected;1
44;359;undirected;1
44;405;undirected;1
44;451;undirected;1
44;478;undirected;1
44;532;undirected;1
44;557;undirected;1
44;683;undirected;1
44;745;undirected;1
44;872;undirected;2
44;889;undirected;1
44;1005;undirected;1
44;1015;undirected;1
44;1023;undirected;1
44;1175;undirected;1
44;1359;undirected;1
44;1370;undirected;1
45;20;undirected;2
45;44;undirected;15
45;46;undirected;14
45;47;undirected;18
45;48;undirected;17
45;49;undirected;19
45;138;undirected;1
45;200;undirected;1
45;239;undirected;1
45;250;undirected;1
45;263;undirected;1
45;265;undirected;1
45;330;undirected;1
45;332;undirected;1
45;356;undirected;1
45;359;undirected;1
45;380;undirected;1
45;405;undirected;1
45;451;undirected;1
45;468;undirected;1
45;478;undirected;1
45;683;undirected;1
45;765;undirected;1
45;799;undirected;2
45;889;undirected;1
45;925;undirected;1
45;983;undirected;1
45;1013;undirected;1
45;1127;undirected;1
45;1347;undirected;1
45;1359;undirected;1
45;1370;undirected;1
45;1564;undirected;1
45;1588;undirected;1
45;1634;undirected;1
45;1641;undirected;1
45;1665;undirected;1
45;1672;undirected;2
46;44;undirected;9
46;45;undirected;1
46;47;undirected;18
46;48;undirected;12
46;49;undirected;20
46;51;undirected;1
46;192;undirected;1
46;240;undirected;1
46;291;undirected;1
46;330;undirected;1
46;359;undirected;1
46;451;undirected;1
46;576;undirected;1
46;600;undirected;1
46;680;undirected;1
46;745;undirected;1
46;806;undirected;1
46;810;undirected;1
46;1002;undirected;1
46;1424;undirected;1
46;1571;undirected;1
46;1588;undirected;1
46;1665;undirected;1
47;20;undirected;1
47;44;undirected;14
47;46;undirected;5
47;48;undirected;19
47;49;undirected;21
47;67;undirected;1
47;140;undirected;1
47;151;undirected;1
47;192;undirected;1
47;239;undirected;1
47;304;undirected;1
47;330;undirected;1
47;332;undirected;1
47;359;undirected;1
47;405;undirected;1
47;428;undirected;1
47;451;undirected;1
47;468;undirected;1
47;478;undirected;1
47;631;undirected;1
47;637;undirected;1
47;680;undirected;1
47;745;undirected;1
47;799;undirected;2
47;808;undirected;1
47;872;undirected;1
47;1087;undirected;1
47;1501;undirected;1
47;1505;undirected;1
47;1564;undirected;1
47;1588;undirected;2
47;1637;undirected;1
47;1665;undirected;1
47;1857;undirected;1
48;19;undirected;1
48;33;undirected;1
48;44;undirected;8
48;45;undirected;1
48;46;undirected;4
48;47;undirected;1
48;49;undirected;18
48;51;undirected;1
48;67;undirected;1
48;76;undirected;2
48;193;undirected;1
48;195;undirected;1
48;213;undirected;1
48;239;undirected;1
48;250;undirected;1
48;304;undirected;1
48;330;undirected;1
48;332;undirected;1
48;356;undirected;1
48;359;undirected;1
48;381;undirected;1
48;405;undirected;2
48;428;undirected;1
48;451;undirected;1
48;478;undirected;1
48;557;undirected;1
48;631;undirected;1
48;799;undirected;1
48;800;undirected;1
48;808;undirected;1
48;884;undirected;1
48;899;undirected;1
48;1005;undirected;1
48;1022;undirected;1
48;1023;undirected;1
48;1127;undirected;1
48;1166;undirected;1
48;1175;undirected;1
48;1347;undirected;1
48;1410;undirected;1
48;1518;undirected;1
48;1547;undirected;1
48;1828;undirected;1
49;330;undirected;1
49;451;undirected;1
49;532;undirected;1
49;557;undirected;1
49;612;undirected;1
49;872;undirected;1
50;51;undirected;1
50;56;undirected;1
50;57;undirected;1
50;510;undirected;1
50;511;undirected;1
50;518;undirected;1
50;566;undirected;1
50;571;undirected;1
50;589;undirected;1
50;709;undirected;1
50;910;undirected;1
50;1140;undirected;1
50;1324;undirected;1
50;1808;undirected;1
51;45;undirected;1
51;47;undirected;1
51;49;undirected;1
51;164;undirected;1
51;359;undirected;1
51;528;undirected;1
51;1198;undirected;1
51;1284;undirected;1
51;1646;undirected;1
52;52;undirected;3
52;1001;undirected;1
52;1689;undirected;1
52;1742;undirected;1
53;54;undirected;1
53;55;undirected;1
53;56;undirected;1
53;57;undirected;1
53;111;undirected;1
53;137;undirected;1
53;148;undirected;1
53;265;undirected;1
53;336;undirected;1
53;399;undirected;1
53;538;undirected;1
53;581;undirected;1
53;695;undirected;1
53;794;undirected;1
53;954;undirected;1
53;1389;undirected;1
53;1533;undirected;1
54;5;undirected;1
54;55;undirected;1
54;56;undirected;2
54;57;undirected;2
54;190;undirected;1
54;249;undirected;1
54;265;undirected;1
54;329;undirected;1
54;330;undirected;1
54;355;undirected;1
54;707;undirected;1
54;850;undirected;1
54;1136;undirected;1
54;1262;undirected;1
54;1393;undirected;1
54;1399;undirected;1
54;1429;undirected;1
54;1549;undirected;1
55;20;undirected;1
55;56;undirected;1
55;57;undirected;1
55;111;undirected;1
55;192;undirected;1
55;256;undirected;1
55;476;undirected;1
55;572;undirected;1
55;578;undirected;1
55;716;undirected;1
55;782;undirected;1
55;908;undirected;1
55;1121;undirected;1
55;1525;undirected;1
55;1621;undirected;1
55;1815;undirected;1
55;1882;undirected;1
56;57;undirected;9
56;265;undirected;1
56;709;undirected;1
57;120;undirected;1
57;506;undirected;1
57;999;undirected;1
57;1000;undirected;1
57;1001;undirected;1
57;1002;undirected;1
57;1003;undirected;1
58;59;undirected;1
58;60;undirected;1
58;61;undirected;1
58;112;undirected;1
58;176;undirected;1
58;214;undirected;1
58;363;undirected;1
58;581;undirected;2
58;583;undirected;1
58;592;undirected;1
58;645;undirected;1
58;660;undirected;1
58;688;undirected;1
58;806;undirected;1
58;890;undirected;1
58;1011;undirected;1
58;1089;undirected;1
58;1099;undirected;1
58;1177;undirected;1
58;1207;undirected;1
58;1307;undirected;1
58;1329;undirected;1
58;1332;undirected;1
58;1394;undirected;1
58;1409;undirected;1
58;1518;undirected;1
58;1547;undirected;1
58;1548;undirected;1
58;1614;undirected;1
58;1615;undirected;1
58;1616;undirected;1
59;2;undirected;1
59;19;undirected;1
59;23;undirected;1
59;60;undirected;1
59;61;undirected;1
59;67;undirected;1
59;108;undirected;1
59;203;undirected;1
59;223;undirected;1
59;229;undirected;1
59;489;undirected;1
59;586;undirected;1
59;664;undirected;1
59;781;undirected;1
59;806;undirected;1
59;814;undirected;1
59;833;undirected;1
59;884;undirected;1
59;918;undirected;1
59;1003;undirected;1
59;1016;undirected;1
59;1017;undirected;1
59;1050;undirected;1
59;1377;undirected;1
59;1695;undirected;1
59;1717;undirected;1
59;1858;undirected;1
60;61;undirected;2
60;269;undirected;1
60;776;undirected;1
60;968;undirected;1
60;1529;undirected;1
60;1642;undirected;1
61;355;undirected;1
61;433;undirected;1
61;519;undirected;1
61;870;undirected;1
61;884;undirected;1
61;1046;undirected;1
61;1399;undirected;1
61;1400;undirected;1
62;63;undirected;1
62;79;undirected;1
62;237;undirected;1
62;382;undirected;1
62;528;undirected;1
62;694;undirected;1
62;714;undirected;1
62;836;undirected;1
62;848;undirected;1
62;1349;undirected;1
62;1427;undirected;1
64;65;undirected;1
64;66;undirected;1
65;66;undirected;1
66;66;undirected;1
67;68;undirected;1
67;108;undirected;1
67;226;undirected;1
67;304;undirected;1
67;340;undirected;1
67;464;undirected;1
67;543;undirected;1
67;644;undirected;1
67;908;undirected;1
67;909;undirected;1
67;941;undirected;1
67;1003;undirected;1
67;1050;undirected;1
67;1083;undirected;1
67;1092;undirected;1
67;1224;undirected;1
67;1277;undirected;1
67;1717;undirected;1
68;57;undirected;1
68;339;undirected;1
68;512;undirected;1
68;1643;undirected;1
69;70;undirected;1
69;71;undirected;1
69;72;undirected;1
69;519;undirected;1
69;525;undirected;1
69;610;undirected;1
69;1475;undirected;1
70;20;undirected;1
70;71;undirected;1
70;72;undirected;1
70;654;undirected;1
70;655;undirected;1
70;656;undirected;1
70;717;undirected;1
70;789;undirected;1
70;900;undirected;1
70;1005;undirected;1
70;1347;undirected;1
71;72;undirected;1
71;1738;undirected;1
72;54;undirected;1
72;223;undirected;1
72;519;undirected;1
72;539;undirected;1
72;606;undirected;1
72;764;undirected;1
72;1352;undirected;1
72;1446;undirected;1
73;74;undirected;1
73;75;undirected;1
73;82;undirected;1
73;199;undirected;1
73;205;undirected;1
73;528;undirected;1
73;549;undirected;1
73;597;undirected;1
73;598;undirected;1
73;599;undirected;1
73;600;undirected;1
73;601;undirected;1
73;602;undirected;1
73;603;undirected;1
73;604;undirected;1
73;639;undirected;1
73;769;undirected;1
73;940;undirected;1
73;1729;undirected;1
74;75;undirected;1
74;128;undirected;1
74;174;undirected;1
74;180;undirected;1
74;181;undirected;1
74;187;undirected;1
74;273;undirected;1
74;284;undirected;1
74;312;undirected;1
74;336;undirected;1
74;469;undirected;2
74;514;undirected;1
74;518;undirected;1
74;527;undirected;1
74;612;undirected;1
74;683;undirected;1
74;738;undirected;1
74;774;undirected;1
74;824;undirected;1
74;860;undirected;1
74;1008;undirected;1
74;1054;undirected;1
74;1071;undirected;1
74;1141;undirected;1
74;1169;undirected;1
74;1246;undirected;1
74;1294;undirected;1
74;1309;undirected;1
74;1313;undirected;1
74;1365;undirected;1
74;1455;undirected;1
74;1506;undirected;1
74;1517;undirected;1
74;1561;undirected;1
74;1621;undirected;1
74;1767;undirected;1
74;1787;undirected;1
75;991;undirected;1
75;1181;undirected;1
76;44;undirected;1
76;77;undirected;1
76;140;undirected;1
76;195;undirected;1
76;244;undirected;1
76;589;undirected;1
76;718;undirected;1
76;765;undirected;1
76;797;undirected;1
76;800;undirected;1
76;899;undirected;1
76;1023;undirected;1
76;1166;undirected;1
76;1347;undirected;1
76;1410;undirected;1
76;1547;undirected;1
76;1828;undirected;1
77;7;undirected;1
77;22;undirected;1
77;58;undirected;1
77;76;undirected;1
77;133;undirected;1
77;214;undirected;1
77;218;undirected;1
77;244;undirected;1
77;273;undirected;1
77;363;undirected;1
77;433;undirected;1
77;470;undirected;1
77;502;undirected;1
77;589;undirected;1
77;637;undirected;1
77;688;undirected;1
77;696;undirected;1
77;697;undirected;1
77;718;undirected;1
77;727;undirected;1
77;745;undirected;1
77;765;undirected;1
77;793;undirected;1
77;794;undirected;1
77;795;undirected;1
77;796;undirected;1
77;797;undirected;1
77;1002;undirected;1
77;1089;undirected;1
77;1099;undirected;1
77;1139;undirected;1
77;1177;undirected;1
77;1247;undirected;1
77;1255;undirected;1
77;1375;undirected;1
77;1399;undirected;1
77;1400;undirected;1
77;1409;undirected;1
77;1442;undirected;1
77;1466;undirected;1
77;1499;undirected;1
77;1500;undirected;1
77;1502;undirected;1
77;1505;undirected;1
77;1564;undirected;1
77;1566;undirected;1
77;1598;undirected;1
77;1644;undirected;1
77;1795;undirected;1
77;1842;undirected;1
78;79;undirected;1
79;105;undirected;1
79;382;undirected;1
79;444;undirected;1
79;528;undirected;1
79;712;undirected;1
79;869;undirected;1
80;81;undirected;1
80;82;undirected;1
80;83;undirected;1
80;145;undirected;1
80;220;undirected;1
80;221;undirected;1
81;82;undirected;1
81;83;undirected;1
81;268;undirected;1
81;906;undirected;1
81;1201;undirected;1
81;1449;undirected;1
82;83;undirected;1
82;157;undirected;1
82;173;undirected;1
82;192;undirected;1
82;330;undirected;1
82;421;undirected;1
82;466;undirected;1
82;528;undirected;3
82;593;undirected;1
82;603;undirected;1
82;604;undirected;1
82;624;undirected;1
82;635;undirected;1
82;642;undirected;1
82;643;undirected;1
82;688;undirected;1
82;717;undirected;1
82;727;undirected;2
82;788;undirected;1
82;838;undirected;1
82;879;undirected;1
82;880;undirected;1
82;1016;undirected;1
82;1075;undirected;1
82;1195;undirected;1
82;1196;undirected;1
82;1237;undirected;1
82;1321;undirected;1
82;1340;undirected;1
82;1352;undirected;1
82;1366;undirected;1
82;1374;undirected;1
82;1755;undirected;1
83;317;undirected;1
83;604;undirected;1
83;717;undirected;1
83;1292;undirected;1
83;1418;undirected;1
83;1750;undirected;1
84;3;undirected;1
84;85;undirected;1
84;86;undirected;1
84;87;undirected;1
84;88;undirected;1
84;129;undirected;1
84;137;undirected;1
84;147;undirected;1
84;162;undirected;1
84;186;undirected;1
84;193;undirected;1
84;239;undirected;1
84;277;undirected;1
84;278;undirected;1
84;279;undirected;1
84;334;undirected;1
84;352;undirected;1
84;377;undirected;1
84;584;undirected;1
84;664;undirected;1
84;665;undirected;1
84;666;undirected;1
84;667;undirected;1
84;668;undirected;1
84;726;undirected;1
84;782;undirected;1
84;797;undirected;1
84;889;undirected;1
84;890;undirected;1
84;1062;undirected;1
84;1086;undirected;1
84;1169;undirected;1
84;1365;undirected;1
84;1474;undirected;1
84;1584;undirected;1
84;1691;undirected;1
85;19;undirected;1
85;67;undirected;1
85;86;undirected;2
85;87;undirected;2
85;88;undirected;2
85;428;undirected;1
85;468;undirected;1
85;476;undirected;1
85;481;undirected;1
85;486;undirected;1
85;488;undirected;1
85;692;undirected;1
85;796;undirected;1
85;889;undirected;1
85;908;undirected;1
85;909;undirected;1
85;1031;undirected;1
85;1202;undirected;1
85;1584;undirected;1
85;1604;undirected;1
85;1858;undirected;1
86;56;undirected;1
86;57;undirected;1
86;87;undirected;2
86;88;undirected;2
86;120;undirected;1
86;214;undirected;1
86;237;undirected;1
86;238;undirected;1
86;239;undirected;1
86;256;undirected;1
86;260;undirected;1
86;284;undirected;1
86;362;undirected;1
86;368;undirected;1
86;406;undirected;1
86;468;undirected;1
86;476;undirected;1
86;481;undirected;1
86;530;undirected;1
86;556;undirected;1
86;579;undirected;1
86;607;undirected;1
86;673;undirected;1
86;689;undirected;1
86;891;undirected;1
86;1062;undirected;1
86;1100;undirected;1
86;1118;undirected;1
86;1202;undirected;1
86;1256;undirected;1
86;1309;undirected;1
86;1414;undirected;1
86;1604;undirected;1
86;1752;undirected;1
87;88;undirected;5
87;190;undirected;1
87;192;undirected;1
87;355;undirected;1
87;468;undirected;1
87;469;undirected;1
87;476;undirected;1
87;481;undirected;1
87;502;undirected;1
87;939;undirected;1
87;1061;undirected;1
87;1062;undirected;1
87;1066;undirected;1
87;1202;undirected;1
87;1281;undirected;1
